year,species,length_wet_cm,weight_wet_grams,weight_froz_grams,length_frozen_cm,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,16,118,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,6,86,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,12,105,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,10,99,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,7,91,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,13,113,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,33,142,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,23,132,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,17,120,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,21,130,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,22,128,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,24,131,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,20,127,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,23,130,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,31,141,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,16,118,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,25,131,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,6,85,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,4,77,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,2,71,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,4,74,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,24,135,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,6,88,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,8,92,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,5,82,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,6,86,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,12,105,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,10,99,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,7,91,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,10,97,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,5,80,,,,,,,,,,,,,,,,,
2002,Pink,138,23,24,134,,,,,,,,,,,,,,,,,
2002,Pink,124,19,19,119,,,,,,,,,,,,,,,,,
2002,Pink,143,27,26,142,,,,,,,,,,,,,,,,,
2002,Pink,136,21,21,134,,,,,,,,,,,,,,,,,
2002,Pink,127,18,18,126,,,,,,,,,,,,,,,,,
2002,Pink,90,5,6,85,,,,,,,,,,,,,,,,,
2002,Pink,150,34,34,148,,,,,,,,,,,,,,,,,
2002,Pink,80,3,4,77,,,,,,,,,,,,,,,,,
2002,Pink,148,27,28,142,,,,,,,,,,,,,,,,,
2002,Pink,128,21,20,125,,,,,,,,,,,,,,,,,
2002,Pink,146,30,29,142,,,,,,,,,,,,,,,,,
2002,Pink,113,11,12,109,,,,,,,,,,,,,,,,,
2002,Pink,129,18,19,124,,,,,,,,,,,,,,,,,
2002,Pink,116,13,13,114,,,,,,,,,,,,,,,,,
2002,Pink,145,31,31,143,,,,,,,,,,,,,,,,,
2002,Pink,87,4,5,86,,,,,,,,,,,,,,,,,
2002,Pink,116,12,13,114,,,,,,,,,,,,,,,,,
2002,Pink,92,6,6,92,,,,,,,,,,,,,,,,,
2002,Pink,130,20,20,125,,,,,,,,,,,,,,,,,
2002,Pink,80,4,4,78,,,,,,,,,,,,,,,,,
2002,Pink,141,24,25,135,,,,,,,,,,,,,,,,,
2002,Pink,135,21,21,127,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,9,98,,,,,,,,,,,,,,,,,
2002,Pink,105,10,9,106,,,,,,,,,,,,,,,,,
2002,Pink,123,16,16,118,,,,,,,,,,,,,,,,,
2002,Pink,98,7,8,93,,,,,,,,,,,,,,,,,
2002,Pink,122,14,14,115,,,,,,,,,,,,,,,,,
2002,Pink,103,8,8,100,,,,,,,,,,,,,,,,,
2002,Pink,139,23,24,131,,,,,,,,,,,,,,,,,
2002,Pink,144,27,27,140,,,,,,,,,,,,,,,,,
2002,Pink,127,18,17,115,,,,,,,,,,,,,,,,,
2002,Pink,nd,nd,6,86,,,,,,,,,,,,,,,,,
2002,Sockeye,149,39,39,147,,,,,,,,,,,,,,,,,
2002,Sockeye,130,23,23,126,,,,,,,,,,,,,,,,,
2002,Sockeye,179,70,70,176,,,,,,,,,,,,,,,,,
2002,Sockeye,157,39,39,153,,,,,,,,,,,,,,,,,
2002,Sockeye,168,51,51,158,,,,,,,,,,,,,,,,,
2002,Sockeye,149,39,39,147,,,,,,,,,,,,,,,,,
2002,Sockeye,157,39,39,153,,,,,,,,,,,,,,,,,
2002,Sockeye,168,51,51,158,,,,,,,,,,,,,,,,,
2002,Sockeye,179,70,70,176,,,,,,,,,,,,,,,,,
2002,Sockeye,130,23,23,126,,,,,,,,,,,,,,,,,
2002,Chinook,681,4320,nd,nd,,,,,,,,,,,,,,,,,
2002,Chinook,nd,nd,506,320,,,,,,,,,,,,,,,,,
2002,Chinook,380,680,652,354,,,,,,,,,,,,,,,,,
2002,Chinook,333,491,nd,nd,,,,,,,,,,,,,,,,,
2002,Chinook,337,521,671,360,,,,,,,,,,,,,,,,,
2002,Chinook,343,541,614,337,,,,,,,,,,,,,,,,,
2002,Chinook,360,499,nd,nd,,,,,,,,,,,,,,,,,
2002,Chinook,335,581,577,338,,,,,,,,,,,,,,,,,
2002,Chinook,nd,nd,501,345,,,,,,,,,,,,,,,,,
2002,Chinook,358,594,nd,nd,,,,,,,,,,,,,,,,,
2002,Chinook,nd,nd,474,321,,,,,,,,,,,,,,,,,
2002,Chinook,nd,nd,519,333,,,,,,,,,,,,,,,,,
2002,Chinook,nd,nd,481,321,,,,,,,,,,,,,,,,,
2002,Chinook,nd,nd,571,349,,,,,,,,,,,,,,,,,
2002,Chinook,336,487,nd,nd,,,,,,,,,,,,,,,,,
2002,Chinook,367,669,nd,nd,,,,,,,,,,,,,,,,,
2002,Chinook,374,689,nd,nd,,,,,,,,,,,,,,,,,
2002,Chinook,357,630,nd,nd,,,,,,,,,,,,,,,,,
2002,Chinook,335,494,nd,nd,,,,,,,,,,,,,,,,,
2002,Chinook,nd,nd,661,376,,,,,,,,,,,,,,,,,
2002,Chinook,nd,nd,501,345,,,,,,,,,,,,,,,,,
2002,Chinook,335,494,nd,nd,,,,,,,,,,,,,,,,,
2002,Chinook,357,630,nd,nd,,,,,,,,,,,,,,,,,
2002,Chinook,374,689,nd,nd,,,,,,,,,,,,,,,,,
2002,Chinook,367,669,nd,nd,,,,,,,,,,,,,,,,,
2002,Chinook,336,487,nd,nd,,,,,,,,,,,,,,,,,
2002,Chinook,nd,nd,481,321,,,,,,,,,,,,,,,,,
2002,Chinook,nd,nd,506,320,,,,,,,,,,,,,,,,,
2002,Chinook,nd,nd,661,376,,,,,,,,,,,,,,,,,
2002,Chinook,335,581,577,338,,,,,,,,,,,,,,,,,
2002,Chinook,360,499,nd,nd,,,,,,,,,,,,,,,,,
2002,Chinook,343,541,614,337,,,,,,,,,,,,,,,,,
2002,Chinook,337,521,671,360,,,,,,,,,,,,,,,,,
2002,Chinook,333,491,nd,nd,,,,,,,,,,,,,,,,,
2002,Chinook,380,680,652,354,,,,,,,,,,,,,,,,,
2002,Chinook,351,525,467,328,,,,,,,,,,,,,,,,,
2002,Chinook,nd,nd,474,321,,,,,,,,,,,,,,,,,
2002,Chinook,358,594,nd,nd,,,,,,,,,,,,,,,,,
2002,Chinook,351,525,467,328,,,,,,,,,,,,,,,,,
2002,Chinook,nd,nd,571,349,,,,,,,,,,,,,,,,,
2002,Chinook,nd,nd,519,333,,,,,,,,,,,,,,,,,
2002,Chum,532,1900,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,650,3160,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,742,5630,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,626,3210,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,656,3730,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,582,2650,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,650,3640,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,720,5310,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,708,4930,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,568,2430,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,671,3590,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,705,5310,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,697,4160,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,730,5520,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,740,5030,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,804,6000,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,596,2510,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,595,2690,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,561,2060,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,648,371,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,590,2840,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,636,3340,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,705,5310,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,648,371,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,532,1900,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,636,3340,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,650,3160,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,742,5630,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,626,3210,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,561,2060,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,595,2690,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,596,2510,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,730,5520,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,804,6000,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,671,3590,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,590,2840,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,697,4160,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,568,2430,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,720,5310,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,740,5030,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,650,3640,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,582,2650,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,656,3730,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,708,4930,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,375,642,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,563,2020,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,374,580,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,562,1970,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,583,2430,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,463,1040,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,471,1100,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,611,2750,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,495,1530,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,551,1890,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,376,590,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,543,1850,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,390,661,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,391,688,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,550,2070,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,541,1950,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,573,2020,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,421,779,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,376,590,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,375,642,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,611,2750,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,562,1970,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,421,779,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,573,2020,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,541,1950,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,550,2070,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,391,688,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,390,661,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,563,2020,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,495,1530,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,543,1850,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,374,580,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,471,1100,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,551,1890,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,463,1040,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,583,2430,nd,nd,,,,,,,,,,,,,,,,,
2002,Pink,488,nd,nd,nd,,,,,,,,,,,,,,,,,
2002,Pink,493,1500,nd,nd,,,,,,,,,,,,,,,,,
2002,Pink,492,1480,nd,nd,,,,,,,,,,,,,,,,,
2002,Pink,497,1480,nd,nd,,,,,,,,,,,,,,,,,
2002,Pink,494,1600,nd,nd,,,,,,,,,,,,,,,,,
2002,Pink,475,1440,nd,nd,,,,,,,,,,,,,,,,,
2002,Pink,542,2230,nd,nd,,,,,,,,,,,,,,,,,
2002,Pink,490,1620,nd,nd,,,,,,,,,,,,,,,,,
2002,Pink,572,2350,nd,nd,,,,,,,,,,,,,,,,,
2002,Pink,492,1670,nd,nd,,,,,,,,,,,,,,,,,
2002,Pink,542,2230,nd,nd,,,,,,,,,,,,,,,,,
2002,Pink,494,1600,nd,nd,,,,,,,,,,,,,,,,,
2002,Pink,572,2350,nd,nd,,,,,,,,,,,,,,,,,
2002,Pink,490,1620,nd,nd,,,,,,,,,,,,,,,,,
2002,Pink,475,1440,nd,nd,,,,,,,,,,,,,,,,,
2002,Pink,488,nd,nd,nd,,,,,,,,,,,,,,,,,
2002,Pink,497,1480,nd,nd,,,,,,,,,,,,,,,,,
2002,Pink,492,1480,nd,nd,,,,,,,,,,,,,,,,,
2002,Pink,493,1500,nd,nd,,,,,,,,,,,,,,,,,
2002,Chinook,421,1065,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,716,5520,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,676,4206,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,660,4162,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,681,4070,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,671,4088,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,727,5730,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,627,2965,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,695,3156,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,742,5316,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,702,4920,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,741,3432,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,681,4070,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,671,4088,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,727,5730,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,695,3156,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,716,5520,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,741,3432,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,702,4920,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,742,5316,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,660,4162,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,627,2965,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,676,4206,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,693,4236,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,522,1731,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,565,1995,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,585,2316,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,471,1229,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,616,2565,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,518,1715,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,443,1032,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,707,4650,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,505,1530,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,397,795,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,705,4740,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,570,2153,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,354,480,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,535,1896,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,545,1920,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,395,707,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,515,1613,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,522,1688,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,405,745,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,432,988,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,580,2280,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,535,1750,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,530,1685,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,468,1367,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,570,2153,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,616,2565,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,354,480,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,515,1613,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,468,1367,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,545,1920,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,705,4740,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,535,1896,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,405,745,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,580,2280,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,535,1750,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,530,1685,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,397,795,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,443,1032,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,432,988,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,395,707,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,505,1530,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,707,4650,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,693,4236,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,518,1715,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,471,1229,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,522,1688,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,585,2316,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,565,1995,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,522,1731,nd,nd,,,,,,,,,,,,,,,,,
2002,Coho,195,79,76,193,,,,,,,,,,,,,,,,,
2002,Coho,186,70,69,181,,,,,,,,,,,,,,,,,
2002,Coho,221,123,123,215,,,,,,,,,,,,,,,,,
2002,Coho,192,77,77,190,,,,,,,,,,,,,,,,,
2002,Coho,283,289,284,278,,,,,,,,,,,,,,,,,
2002,Coho,275,250,251,269,,,,,,,,,,,,,,,,,
2002,Coho,184,74,76,180,,,,,,,,,,,,,,,,,
2002,Coho,283,289,284,278,,,,,,,,,,,,,,,,,
2002,Coho,275,250,251,269,,,,,,,,,,,,,,,,,
2002,Coho,186,70,69,181,,,,,,,,,,,,,,,,,
2002,Coho,184,74,76,180,,,,,,,,,,,,,,,,,
2002,Coho,192,77,77,190,,,,,,,,,,,,,,,,,
2002,Coho,221,123,123,215,,,,,,,,,,,,,,,,,
2002,Coho,195,79,76,193,,,,,,,,,,,,,,,,,
2002,Pink,487,1481,nd,nd,,,,,,,,,,,,,,,,,
2002,Pink,493,1412,nd,nd,,,,,,,,,,,,,,,,,
2002,Pink,487,1481,nd,nd,,,,,,,,,,,,,,,,,
2002,Sockeye,205,103,104,200,,,,,,,,,,,,,,,,,
2002,Sockeye,203,91,91,201,,,,,,,,,,,,,,,,,
2002,Sockeye,205,103,104,200,,,,,,,,,,,,,,,,,
2002,Chinook,328,461,447,328,,,,,,,,,,,,,,,,,
2002,Chinook,595,3220,nd,nd,,,,,,,,,,,,,,,,,
2002,Chinook,328,461,447,328,,,,,,,,,,,,,,,,,
2002,Chinook,595,3220,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,398,722,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,482,360,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,366,567,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,693,4760,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,728,5600,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,620,3080,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,642,4210,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,663,3980,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,712,4980,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,674,4440,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,713,4790,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,640,2130,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,671,3800,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,600,2510,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,624,2880,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,617,750,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,695,4670,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,366,567,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,398,722,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,482,360,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,693,4760,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,671,3800,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,728,5600,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,620,3080,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,642,4210,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,663,3980,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,712,4980,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,674,4440,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,713,4790,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,640,2130,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,600,2510,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,617,750,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,695,4670,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,624,2880,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,366,610,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,352,490,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,408,2730,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,511,1620,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,362,570,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,382,650,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,464,1220,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,363,577,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,387,681,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,385,690,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,541,2020,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,411,850,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,533,1920,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,485,1420,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,631,3030,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,552,1990,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,553,2040,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,552,2250,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,528,1700,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,401,7870,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,362,600,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,414,785,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,678,4730,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,436,980,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,352,490,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,362,570,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,464,1220,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,382,650,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,366,610,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,363,577,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,411,850,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,485,1420,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,533,1920,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,552,1990,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,631,3030,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,362,600,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,511,1620,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,408,2730,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,552,2250,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,528,1700,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,401,7870,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,541,2020,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,385,690,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,414,785,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,678,4730,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,436,980,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,387,681,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,553,2040,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,138,20,23,134,,,,,,,,,,,,,,,,,
2002,Chum,120,13,15,117,,,,,,,,,,,,,,,,,
2002,Chum,141,23,26,136,,,,,,,,,,,,,,,,,
2002,Chum,134,20,22,131,,,,,,,,,,,,,,,,,
2002,Chum,148,28,30,143,,,,,,,,,,,,,,,,,
2002,Chum,143,27,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,138,20,23,134,,,,,,,,,,,,,,,,,
2002,Chum,120,13,15,117,,,,,,,,,,,,,,,,,
2002,Chum,141,23,26,136,,,,,,,,,,,,,,,,,
2002,Chum,148,28,30,143,,,,,,,,,,,,,,,,,
2002,Chum,143,27,nd,nd,,,,,,,,,,,,,,,,,
2002,Chum,134,20,22,131,,,,,,,,,,,,,,,,,
2002,Coho,253,195,193,246,,,,,,,,,,,,,,,,,
2002,Coho,261,212,212,258,,,,,,,,,,,,,,,,,
