year,species,length_wet_cm,weight_wet_grams,weight_froz_grams,length_frozen_cm,,,,,,,,,,,,,,,,,
2003,Pink,487,1278,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,602,2314,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,640,3346,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,602,2314,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,326,412,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,333,436,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,338,416,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,329,410,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,336,418,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,333,418,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,326,412,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,324,352,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,298,326,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,333,436,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,338,416,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,329,410,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,336,418,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,333,418,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,324,352,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,193,184,nd,nd,,,,,,,,,,,,,,,,,
2003,Chinook,780,9990,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,603,2628,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,590,3076,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,587,2860,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,662,3980,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,590,3076,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,662,3980,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,202,96,nd,nd,,,,,,,,,,,,,,,,,
2003,Pink,502,1612,nd,nd,,,,,,,,,,,,,,,,,
2003,Pink,481,1218,nd,nd,,,,,,,,,,,,,,,,,
2003,Pink,539,1914,nd,nd,,,,,,,,,,,,,,,,,
2003,Pink,520,1622,nd,nd,,,,,,,,,,,,,,,,,
2003,Pink,492,1336,nd,nd,,,,,,,,,,,,,,,,,
2003,Pink,591,2574,0,0,,,,,,,,,,,,,,,,,
2003,Pink,495,1482,0,0,,,,,,,,,,,,,,,,,
2003,Pink,550,2170,0,0,,,,,,,,,,,,,,,,,
2003,Pink,539,1914,nd,nd,,,,,,,,,,,,,,,,,
2003,Pink,481,1218,nd,nd,,,,,,,,,,,,,,,,,
2003,Pink,520,1622,nd,nd,,,,,,,,,,,,,,,,,
2003,Pink,538,5307,nd,nd,,,,,,,,,,,,,,,,,
2003,Pink,495,1482,0,0,,,,,,,,,,,,,,,,,
2003,Pink,491,1336,0,0,,,,,,,,,,,,,,,,,
2003,Pink,591,2574,0,0,,,,,,,,,,,,,,,,,
2003,Pink,492,1336,nd,nd,,,,,,,,,,,,,,,,,
2003,Pink,538,5307,nd,nd,,,,,,,,,,,,,,,,,
2003,Pink,550,2170,0,0,,,,,,,,,,,,,,,,,
2003,Sockeye,320,362,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,312,366,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,320,362,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,312,366,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,197,82,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,676,4062,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,620,3116,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,707,4990,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,640,3784,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,620,3116,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,707,4990,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,124,19,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,116,14,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,129,20,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,119,15,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,144,25,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,147,32,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,116,14,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,154,35,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,97,8,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,116,14,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,119,15,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,147,32,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,154,35,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,144,25,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,124,19,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,97,8,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,116,14,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,119,15,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,129,20,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,178,66,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,258,208,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,178,66,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,258,208,nd,nd,,,,,,,,,,,,,,,,,
2003,Pink,537,1980,0,0,,,,,,,,,,,,,,,,,
2003,Pink,458,1152,0,0,,,,,,,,,,,,,,,,,
2003,Pink,468,1266,0,0,,,,,,,,,,,,,,,,,
2003,Pink,458,1152,0,0,,,,,,,,,,,,,,,,,
2003,Pink,537,1980,0,0,,,,,,,,,,,,,,,,,
2003,Pink,468,1266,0,0,,,,,,,,,,,,,,,,,
2003,Pink,540,1914,0,0,,,,,,,,,,,,,,,,,
2003,Pink,525,1896,0,0,,,,,,,,,,,,,,,,,
2003,Pink,422,884,0,0,,,,,,,,,,,,,,,,,
2003,Pink,498,1624,0,0,,,,,,,,,,,,,,,,,
2003,Pink,518,1602,0,0,,,,,,,,,,,,,,,,,
2003,Pink,509,1766,0,0,,,,,,,,,,,,,,,,,
2003,Pink,549,2322,0,0,,,,,,,,,,,,,,,,,
2003,Pink,540,1914,0,0,,,,,,,,,,,,,,,,,
2003,Pink,509,1766,0,0,,,,,,,,,,,,,,,,,
2003,Pink,549,2322,0,0,,,,,,,,,,,,,,,,,
2003,Pink,518,1602,0,0,,,,,,,,,,,,,,,,,
2003,Pink,498,1624,0,0,,,,,,,,,,,,,,,,,
2003,Pink,422,884,0,0,,,,,,,,,,,,,,,,,
2003,Pink,525,1896,0,0,,,,,,,,,,,,,,,,,
2003,Pink,97,8,8,96,,,,,,,,,,,,,,,,,
2003,Pink,115,14,13,115,,,,,,,,,,,,,,,,,
2003,Pink,103,10,9,101,,,,,,,,,,,,,,,,,
2003,Pink,103,8,9,99,,,,,,,,,,,,,,,,,
2003,Pink,95,6,7,92,,,,,,,,,,,,,,,,,
2003,Pink,103,8,9,100,,,,,,,,,,,,,,,,,
2003,Pink,98,8,7,92,,,,,,,,,,,,,,,,,
2003,Pink,109,10,10,106,,,,,,,,,,,,,,,,,
2003,Pink,105,12,11,103,,,,,,,,,,,,,,,,,
2003,Pink,116,14,14,114,,,,,,,,,,,,,,,,,
2003,Pink,102,8,8,99,,,,,,,,,,,,,,,,,
2003,Pink,111,12,11,108,,,,,,,,,,,,,,,,,
2003,Pink,138,24,23,135,,,,,,,,,,,,,,,,,
2003,Pink,99,8,8,96,,,,,,,,,,,,,,,,,
2003,Pink,89,6,6,88,,,,,,,,,,,,,,,,,
2003,Pink,127,18,18,125,,,,,,,,,,,,,,,,,
2003,Pink,96,8,7,95,,,,,,,,,,,,,,,,,
2003,Pink,104,8,9,100,,,,,,,,,,,,,,,,,
2003,Pink,114,12,13,110,,,,,,,,,,,,,,,,,
2003,Pink,110,12,11,105,,,,,,,,,,,,,,,,,
2003,Pink,100,8,8,96,,,,,,,,,,,,,,,,,
2003,Pink,105,10,9,103,,,,,,,,,,,,,,,,,
2003,Pink,109,12,12,105,,,,,,,,,,,,,,,,,
2003,Pink,99,8,8,97,,,,,,,,,,,,,,,,,
2003,Pink,97,8,8,96,,,,,,,,,,,,,,,,,
2003,Pink,106,10,11,104,,,,,,,,,,,,,,,,,
2003,Pink,104,10,9,102,,,,,,,,,,,,,,,,,
2003,Pink,88,6,5,86,,,,,,,,,,,,,,,,,
2003,Pink,94,8,7,93,,,,,,,,,,,,,,,,,
2003,Pink,114,12,12,110,,,,,,,,,,,,,,,,,
2003,Pink,105,12,11,103,,,,,,,,,,,,,,,,,
2003,Pink,104,10,10,101,,,,,,,,,,,,,,,,,
2003,Pink,101,10,9,98,,,,,,,,,,,,,,,,,
2003,Pink,95,8,7,94,,,,,,,,,,,,,,,,,
2003,Pink,100,10,9,97,,,,,,,,,,,,,,,,,
2003,Pink,105,10,10,102,,,,,,,,,,,,,,,,,
2003,Pink,95,8,7,93,,,,,,,,,,,,,,,,,
2003,Pink,112,12,12,109,,,,,,,,,,,,,,,,,
2003,Pink,101,8,9,96,,,,,,,,,,,,,,,,,
2003,Pink,110,10,10,106,,,,,,,,,,,,,,,,,
2003,Pink,104,10,10,102,,,,,,,,,,,,,,,,,
2003,Pink,99,8,8,98,,,,,,,,,,,,,,,,,
2003,Pink,96,8,8,94,,,,,,,,,,,,,,,,,
2003,Pink,98,8,9,97,,,,,,,,,,,,,,,,,
2003,Pink,105,10,10,102,,,,,,,,,,,,,,,,,
2003,Pink,113,12,12,109,,,,,,,,,,,,,,,,,
2003,Pink,103,10,9,100,,,,,,,,,,,,,,,,,
2003,Pink,90,6,6,89,,,,,,,,,,,,,,,,,
2003,Pink,105,10,9,100,,,,,,,,,,,,,,,,,
2003,Pink,110,12,11,110,,,,,,,,,,,,,,,,,
2003,Pink,114,14,13,108,,,,,,,,,,,,,,,,,
2003,Pink,104,8,9,100,,,,,,,,,,,,,,,,,
2003,Pink,103,10,9,101,,,,,,,,,,,,,,,,,
2003,Pink,116,14,14,114,,,,,,,,,,,,,,,,,
2003,Pink,99,8,8,98,,,,,,,,,,,,,,,,,
2003,Pink,114,12,13,110,,,,,,,,,,,,,,,,,
2003,Pink,103,8,9,100,,,,,,,,,,,,,,,,,
2003,Pink,138,24,23,135,,,,,,,,,,,,,,,,,
2003,Pink,111,12,11,108,,,,,,,,,,,,,,,,,
2003,Pink,89,6,6,88,,,,,,,,,,,,,,,,,
2003,Pink,127,18,18,125,,,,,,,,,,,,,,,,,
2003,Pink,94,8,7,93,,,,,,,,,,,,,,,,,
2003,Pink,109,12,12,105,,,,,,,,,,,,,,,,,
2003,Pink,104,10,9,102,,,,,,,,,,,,,,,,,
2003,Pink,106,10,11,104,,,,,,,,,,,,,,,,,
2003,Pink,99,8,8,97,,,,,,,,,,,,,,,,,
2003,Pink,100,8,8,96,,,,,,,,,,,,,,,,,
2003,Pink,103,8,9,99,,,,,,,,,,,,,,,,,
2003,Pink,95,6,7,92,,,,,,,,,,,,,,,,,
2003,Pink,110,12,11,110,,,,,,,,,,,,,,,,,
2003,Pink,99,8,8,96,,,,,,,,,,,,,,,,,
2003,Pink,98,8,7,92,,,,,,,,,,,,,,,,,
2003,Pink,102,8,8,99,,,,,,,,,,,,,,,,,
2003,Pink,110,10,10,106,,,,,,,,,,,,,,,,,
2003,Pink,115,14,13,115,,,,,,,,,,,,,,,,,
2003,Pink,97,8,8,96,,,,,,,,,,,,,,,,,
2003,Pink,109,10,10,106,,,,,,,,,,,,,,,,,
2003,Pink,105,10,9,103,,,,,,,,,,,,,,,,,
2003,Pink,105,10,9,100,,,,,,,,,,,,,,,,,
2003,Pink,96,8,7,95,,,,,,,,,,,,,,,,,
2003,Pink,97,8,8,96,,,,,,,,,,,,,,,,,
2003,Pink,104,10,10,101,,,,,,,,,,,,,,,,,
2003,Pink,98,8,9,97,,,,,,,,,,,,,,,,,
2003,Pink,113,12,12,109,,,,,,,,,,,,,,,,,
2003,Pink,90,6,6,89,,,,,,,,,,,,,,,,,
2003,Pink,88,6,5,86,,,,,,,,,,,,,,,,,
2003,Pink,110,12,11,105,,,,,,,,,,,,,,,,,
2003,Pink,101,10,9,98,,,,,,,,,,,,,,,,,
2003,Pink,103,10,9,100,,,,,,,,,,,,,,,,,
2003,Pink,105,10,10,102,,,,,,,,,,,,,,,,,
2003,Pink,96,8,8,94,,,,,,,,,,,,,,,,,
2003,Pink,114,12,12,110,,,,,,,,,,,,,,,,,
2003,Pink,104,10,10,102,,,,,,,,,,,,,,,,,
2003,Pink,114,14,13,108,,,,,,,,,,,,,,,,,
2003,Pink,101,8,9,96,,,,,,,,,,,,,,,,,
2003,Pink,112,12,12,109,,,,,,,,,,,,,,,,,
2003,Pink,95,8,7,93,,,,,,,,,,,,,,,,,
2003,Pink,105,10,10,102,,,,,,,,,,,,,,,,,
2003,Pink,100,10,9,97,,,,,,,,,,,,,,,,,
2003,Pink,95,8,7,94,,,,,,,,,,,,,,,,,
2003,Sockeye,484,1538,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,521,1718,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,374,632,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,484,1538,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,374,632,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,521,1718,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,111,12,nd,nd,,,,,,,,,,,,,,,,,
2003,Chinook,359,698,nd,nd,,,,,,,,,,,,,,,,,
2003,Chinook,480,1498,nd,nd,,,,,,,,,,,,,,,,,
2003,Chinook,426,1014,nd,nd,,,,,,,,,,,,,,,,,
2003,Chinook,390,828,nd,nd,,,,,,,,,,,,,,,,,
2003,Chinook,426,1014,nd,nd,,,,,,,,,,,,,,,,,
2003,Chinook,480,1498,nd,nd,,,,,,,,,,,,,,,,,
2003,Chinook,390,828,nd,nd,,,,,,,,,,,,,,,,,
2003,Chinook,359,698,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,588,2410,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,650,3266,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,639,3014,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,650,3266,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,588,2410,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,639,3014,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,576,2248,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,428,934,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,573,2296,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,571,2224,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,366,594,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,573,2296,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,571,2224,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,576,2248,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,428,934,nd,nd,,,,,,,,,,,,,,,,,
2003,Chum,128,18,19,125,,,,,,,,,,,,,,,,,
2003,Chum,137,24,24,130,,,,,,,,,,,,,,,,,
2003,Chum,127,18,18,129,,,,,,,,,,,,,,,,,
2003,Chum,137,24,26,133,,,,,,,,,,,,,,,,,
2003,Chum,135,22,23,130,,,,,,,,,,,,,,,,,
2003,Chum,151,32,31,143,,,,,,,,,,,,,,,,,
2003,Chum,135,22,23,130,,,,,,,,,,,,,,,,,
2003,Chum,128,18,19,125,,,,,,,,,,,,,,,,,
2003,Chum,137,24,24,130,,,,,,,,,,,,,,,,,
2003,Chum,140,26,26,137,,,,,,,,,,,,,,,,,
2003,Chum,127,18,18,129,,,,,,,,,,,,,,,,,
2003,Chum,137,24,26,133,,,,,,,,,,,,,,,,,
2003,Chum,151,32,31,143,,,,,,,,,,,,,,,,,
2003,Coho,663,3816,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,563,2570,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,663,3816,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,563,2570,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,225,144,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,182,84,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,195,86,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,259,216,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,184,74,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,235,170,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,239,170,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,225,148,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,237,164,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,225,144,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,195,86,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,259,216,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,184,74,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,235,170,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,228,138,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,239,170,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,225,148,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,237,164,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,228,138,nd,nd,,,,,,,,,,,,,,,,,
2003,Coho,182,84,nd,nd,,,,,,,,,,,,,,,,,
2003,Pink,486,1464,0,0,,,,,,,,,,,,,,,,,
2003,Pink,538,2226,0,0,,,,,,,,,,,,,,,,,
2003,Pink,567,2614,0,0,,,,,,,,,,,,,,,,,
2003,Pink,547,2152,0,0,,,,,,,,,,,,,,,,,
2003,Pink,484,1550,0,0,,,,,,,,,,,,,,,,,
2003,Pink,524,2136,0,0,,,,,,,,,,,,,,,,,
2003,Pink,657,3952,0,0,,,,,,,,,,,,,,,,,
2003,Pink,486,1464,0,0,,,,,,,,,,,,,,,,,
2003,Pink,510,1748,0,0,,,,,,,,,,,,,,,,,
2003,Pink,476,1326,0,0,,,,,,,,,,,,,,,,,
2003,Pink,510,1748,0,0,,,,,,,,,,,,,,,,,
2003,Pink,657,3952,0,0,,,,,,,,,,,,,,,,,
2003,Pink,524,2136,0,0,,,,,,,,,,,,,,,,,
2003,Pink,484,1550,0,0,,,,,,,,,,,,,,,,,
2003,Pink,547,2152,0,0,,,,,,,,,,,,,,,,,
2003,Pink,567,2614,0,0,,,,,,,,,,,,,,,,,
2003,Pink,538,2226,0,0,,,,,,,,,,,,,,,,,
2003,Pink,476,1326,0,0,,,,,,,,,,,,,,,,,
2003,Pink,138,24,23,136,,,,,,,,,,,,,,,,,
2003,Pink,123,18,17,122,,,,,,,,,,,,,,,,,
2003,Pink,130,20,19,130,,,,,,,,,,,,,,,,,
2003,Pink,138,24,23,136,,,,,,,,,,,,,,,,,
2003,Pink,122,16,16,120,,,,,,,,,,,,,,,,,
2003,Pink,137,22,22,135,,,,,,,,,,,,,,,,,
2003,Pink,127,20,19,128,,,,,,,,,,,,,,,,,
2003,Pink,121,14,15,120,,,,,,,,,,,,,,,,,
2003,Pink,110,10,11,109,,,,,,,,,,,,,,,,,
2003,Pink,137,22,22,135,,,,,,,,,,,,,,,,,
2003,Pink,103,12,10,105,,,,,,,,,,,,,,,,,
2003,Pink,118,14,13,116,,,,,,,,,,,,,,,,,
2003,Pink,136,24,23,134,,,,,,,,,,,,,,,,,
2003,Pink,142,28,27,140,,,,,,,,,,,,,,,,,
2003,Pink,134,22,21,128,,,,,,,,,,,,,,,,,
2003,Pink,133,22,19,130,,,,,,,,,,,,,,,,,
2003,Pink,110,12,11,110,,,,,,,,,,,,,,,,,
2003,Pink,117,12,14,116,,,,,,,,,,,,,,,,,
2003,Pink,120,18,16,120,,,,,,,,,,,,,,,,,
2003,Pink,130,20,19,130,,,,,,,,,,,,,,,,,
2003,Pink,117,14,12,115,,,,,,,,,,,,,,,,,
2003,Pink,123,18,17,122,,,,,,,,,,,,,,,,,
2003,Pink,115,12,13,113,,,,,,,,,,,,,,,,,
2003,Pink,115,14,12,112,,,,,,,,,,,,,,,,,
2003,Pink,125,16,17,124,,,,,,,,,,,,,,,,,
2003,Pink,125,18,18,120,,,,,,,,,,,,,,,,,
2003,Pink,112,12,11,112,,,,,,,,,,,,,,,,,
2003,Pink,109,12,12,106,,,,,,,,,,,,,,,,,
2003,Pink,117,14,13,113,,,,,,,,,,,,,,,,,
2003,Pink,125,18,17,122,,,,,,,,,,,,,,,,,
2003,Pink,127,18,18,123,,,,,,,,,,,,,,,,,
2003,Pink,125,18,18,122,,,,,,,,,,,,,,,,,
2003,Pink,130,20,22,128,,,,,,,,,,,,,,,,,
2003,Pink,112,14,11,112,,,,,,,,,,,,,,,,,
2003,Pink,105,12,10,103,,,,,,,,,,,,,,,,,
2003,Pink,123,16,16,121,,,,,,,,,,,,,,,,,
2003,Pink,130,20,19,128,,,,,,,,,,,,,,,,,
2003,Pink,105,12,10,103,,,,,,,,,,,,,,,,,
2003,Pink,130,20,19,128,,,,,,,,,,,,,,,,,
2003,Pink,122,16,16,120,,,,,,,,,,,,,,,,,
2003,Pink,119,16,16,119,,,,,,,,,,,,,,,,,
2003,Pink,112,14,11,112,,,,,,,,,,,,,,,,,
2003,Pink,114,14,13,114,,,,,,,,,,,,,,,,,
2003,Pink,134,22,21,128,,,,,,,,,,,,,,,,,
2003,Pink,110,12,11,110,,,,,,,,,,,,,,,,,
2003,Pink,117,12,14,116,,,,,,,,,,,,,,,,,
2003,Pink,120,18,16,120,,,,,,,,,,,,,,,,,
2003,Pink,115,12,13,113,,,,,,,,,,,,,,,,,
2003,Pink,128,20,19,127,,,,,,,,,,,,,,,,,
2003,Pink,117,14,12,115,,,,,,,,,,,,,,,,,
2003,Pink,125,16,17,122,,,,,,,,,,,,,,,,,
2003,Pink,125,18,18,120,,,,,,,,,,,,,,,,,
2003,Pink,120,16,15,116,,,,,,,,,,,,,,,,,
2003,Pink,112,14,12,111,,,,,,,,,,,,,,,,,
2003,Pink,114,14,13,112,,,,,,,,,,,,,,,,,
2003,Pink,111,10,12,112,,,,,,,,,,,,,,,,,
2003,Pink,109,10,12,106,,,,,,,,,,,,,,,,,
2003,Pink,120,14,14,116,,,,,,,,,,,,,,,,,
2003,Pink,125,18,17,122,,,,,,,,,,,,,,,,,
2003,Pink,142,28,27,140,,,,,,,,,,,,,,,,,
2003,Pink,115,14,12,112,,,,,,,,,,,,,,,,,
2003,Pink,125,16,17,124,,,,,,,,,,,,,,,,,
2003,Pink,125,18,18,120,,,,,,,,,,,,,,,,,
2003,Pink,112,12,11,112,,,,,,,,,,,,,,,,,
2003,Pink,117,14,13,113,,,,,,,,,,,,,,,,,
2003,Pink,110,10,11,109,,,,,,,,,,,,,,,,,
2003,Pink,127,18,18,123,,,,,,,,,,,,,,,,,
2003,Pink,125,18,18,122,,,,,,,,,,,,,,,,,
2003,Pink,130,20,22,128,,,,,,,,,,,,,,,,,
2003,Pink,114,14,13,112,,,,,,,,,,,,,,,,,
2003,Pink,116,14,13,116,,,,,,,,,,,,,,,,,
2003,Pink,109,12,12,106,,,,,,,,,,,,,,,,,
2003,Pink,125,16,16,120,,,,,,,,,,,,,,,,,
2003,Pink,123,16,16,121,,,,,,,,,,,,,,,,,
2003,Pink,133,22,19,130,,,,,,,,,,,,,,,,,
2003,Pink,139,22,23,137,,,,,,,,,,,,,,,,,
2003,Pink,125,16,16,122,,,,,,,,,,,,,,,,,
2003,Pink,131,22,21,127,,,,,,,,,,,,,,,,,
2003,Pink,108,12,11,107,,,,,,,,,,,,,,,,,
2003,Pink,103,12,10,105,,,,,,,,,,,,,,,,,
2003,Pink,118,14,13,116,,,,,,,,,,,,,,,,,
2003,Pink,136,24,23,134,,,,,,,,,,,,,,,,,
2003,Pink,116,14,13,116,,,,,,,,,,,,,,,,,
2003,Pink,121,14,15,120,,,,,,,,,,,,,,,,,
2003,Pink,127,20,19,128,,,,,,,,,,,,,,,,,
2003,Pink,119,16,16,119,,,,,,,,,,,,,,,,,
2003,Pink,131,22,21,127,,,,,,,,,,,,,,,,,
2003,Pink,108,12,11,107,,,,,,,,,,,,,,,,,
2003,Pink,125,16,16,120,,,,,,,,,,,,,,,,,
2003,Pink,112,14,12,111,,,,,,,,,,,,,,,,,
2003,Pink,125,16,16,122,,,,,,,,,,,,,,,,,
2003,Pink,109,10,12,106,,,,,,,,,,,,,,,,,
2003,Pink,111,10,12,112,,,,,,,,,,,,,,,,,
2003,Pink,120,16,15,116,,,,,,,,,,,,,,,,,
2003,Pink,125,18,18,120,,,,,,,,,,,,,,,,,
2003,Pink,128,20,19,127,,,,,,,,,,,,,,,,,
2003,Pink,125,16,17,122,,,,,,,,,,,,,,,,,
2003,Pink,120,14,14,116,,,,,,,,,,,,,,,,,
2003,Pink,114,14,13,114,,,,,,,,,,,,,,,,,
2003,Pink,139,22,23,137,,,,,,,,,,,,,,,,,
2003,Sockeye,602,2860,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,606,2794,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,625,3100,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,592,2608,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,525,1754,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,505,1690,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,586,2666,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,560,2146,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,606,2794,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,625,3100,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,592,2608,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,525,1754,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,505,1690,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,602,2860,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,586,2666,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,560,2146,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,182,64,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,165,48,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,180,62,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,193,78,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,138,22,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,150,34,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,172,52,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,167,48,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,197,78,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,165,44,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,150,34,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,167,48,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,165,44,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,138,22,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,193,78,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,180,62,nd,nd,,,,,,,,,,,,,,,,,
2003,Sockeye,165,48,nd,nd,,,,,,,,,,,,,,,,,
